point_id,variant,family,topology,nx1,m1,nx2,m2,emitter_units_stage1,emitter_area_um2_stage1,xmis_w_um,corner_label,temp_c,vdd_v,ic1_a,ic2_a,ib1_a,jc1_ma_um2,vce1_v,vce2_v,vbe1_v,idd_a,pdc_w,pdc_violates_10mw,ic1_violates_4p5ma,s11_db_worst,s21_db_min,s21_db_max,s12_db_max,s22_db_worst,gain_in_match_basis_db_min,ga_max_ideal_db_min,ga_max_q10_db_min,nf_sp_db_at_band_lo,nfmin_sp_db_at_band_lo,nfmin290_db_at_band_lo,nfmin290_db_worst,nfmin_reref_delta_db,nf290_db_at_band_lo,nf290_db_worst,nf30015_db_at_band_lo,gain_ac_db_at_band_lo,k_inband_min,mu_inband_min,n_inband_pts_mu_lt_1,n_inband_pts,mag_delta_inband_max,k_broadband_min,mu_broadband_min,f_at_mu_broadband_min_hz,n_broadband_pts_mu_lt_1,n_broadband_pts,s11_mag_broadband_max,s22_mag_broadband_max,model_card_flags
s_fixi_a10_sf_27c_vdd1.62v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,sf,27,1.62,3.853100e-03,3.847930e-03,5.115890e-06,3.3447,0.6473,0.9727,0.8346,4.507370e-03,7.301930e-03,0,0,-3.1276,11.6633,11.7775,-92.5941,-0.0077,14.5516,41.6818,21.8598,2.3325,2.1892,2.249,2.249,0.0598,2.3952,2.3952,2.3325,11.7775,5.17768044,1.00069021,0,11,0.69697,-2.18501691,0.99999788,4.466836e+08,55,140,0.817019,1.0,in_box
s_fixi_a10_sf_27c_vdd1.80v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,sf,27,1.80,3.932990e-03,3.927700e-03,5.265610e-06,3.4141,0.8115,0.9885,0.8346,4.603160e-03,8.285690e-03,0,0,-3.1213,11.697,11.8127,-92.8915,-0.0075,14.5917,41.8757,21.9017,2.3294,2.1872,2.247,2.247,0.0597,2.392,2.392,2.3294,11.8127,5.14431278,1.00066527,0,11,0.697505,-2.19408188,0.99999787,4.466836e+08,56,140,0.817052,1.0,in_box
s_fixi_a10_sf_27c_vdd1.98v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,sf,27,1.98,4.016850e-03,4.011430e-03,5.423970e-06,3.4868,0.9757,1.0043,0.8345,4.702850e-03,9.311650e-03,0,0,-3.1169,11.7302,11.8473,-93.1066,-0.0072,14.6292,42.0551,21.9409,2.3262,2.1852,2.2449,2.2449,0.0597,2.3887,2.3887,2.3262,11.8473,5.07854362,1.00064187,0,11,0.697875,-2.18355963,0.99999784,4.466836e+08,56,140,0.81708,1.0,in_box
s_fixi_a10_sf_125c_vdd1.62v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,sf,125,1.62,3.811630e-03,3.802960e-03,8.660600e-06,3.3087,0.7326,0.8874,0.7453,4.485020e-03,7.265730e-03,0,0,-3.1879,10.9483,11.0343,-90.8592,-0.0081,13.7778,40.6937,21.0815,2.4506,2.2837,2.9001,2.9001,0.6164,3.0983,3.0983,3.0227,11.0343,4.8369118,1.000701,0,11,0.692105,-2.27678277,0.99999842,4.216965e+08,54,140,0.820016,1.0,in_box
s_fixi_a10_sf_125c_vdd1.80v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,sf,125,1.80,3.879320e-03,3.870470e-03,8.868820e-06,3.3675,0.8967,0.9033,0.7453,4.569040e-03,8.224260e-03,0,0,-3.182,10.9895,11.077,-91.1999,-0.0078,13.8248,40.9167,21.1308,2.4473,2.2817,2.8977,2.8977,0.6161,3.0944,3.0944,3.0189,11.077,4.80062508,1.00067178,0,11,0.692606,-2.32145667,0.99999839,4.216965e+08,54,140,0.820035,1.0,in_box
s_fixi_a10_sf_125c_vdd1.98v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,sf,125,1.98,3.949050e-03,3.940020e-03,9.078320e-06,3.428,1.0608,0.9192,0.7453,4.654840e-03,9.216580e-03,0,0,-3.1787,11.0294,11.1184,-91.442,-0.0075,13.8681,41.1219,21.1761,2.444,2.2797,2.8954,2.8954,0.6157,3.0905,3.0905,3.0151,11.1184,4.72783582,1.00064432,0,11,0.692896,-2.35638699,0.99999833,4.216965e+08,54,140,0.820043,1.0,in_box
s_fixi_a10_fs_-40c_vdd1.62v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,fs,-40,1.62,3.883640e-03,3.880860e-03,2.721860e-06,3.3712,0.5941,1.0259,0.8905,4.527640e-03,7.334770e-03,0,0,-3.0705,12.086,12.2186,-93.8502,-0.0075,15.0308,42.284,22.3413,2.2817,2.1453,1.8001,1.8001,-0.3452,1.9191,1.9191,1.8663,12.2186,5.52035654,1.000689,0,11,0.701601,-2.1260418,0.99999745,4.466836e+08,57,140,0.815449,1.0,in_box
s_fixi_a10_fs_-40c_vdd1.80v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,fs,-40,1.80,3.977880e-03,3.975020e-03,2.818620e-06,3.453,0.7583,1.0417,0.8905,4.637650e-03,8.347770e-03,0,0,-3.064,12.1146,12.2486,-94.1203,-0.0073,15.066,42.4602,22.3781,2.2782,2.143,1.7981,1.7981,-0.3449,1.916,1.916,1.8633,12.2486,5.48717905,1.00066628,0,11,0.702143,-2.11922316,0.99999746,4.466836e+08,56,140,0.815476,1.0,in_box
s_fixi_a10_fs_-40c_vdd1.98v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,fs,-40,1.98,4.077860e-03,4.074930e-03,2.922690e-06,3.5398,0.9226,1.0574,0.8904,4.753370e-03,9.411670e-03,0,0,-3.0592,12.1429,12.2782,-94.3186,-0.0071,15.0991,42.6233,22.4128,2.2746,2.1406,1.796,1.796,-0.3446,1.9128,1.9128,1.8602,12.2782,5.42485685,1.00064511,0,11,0.702545,-2.09369203,0.99999744,4.731513e+08,56,140,0.8155,1.0,in_box
s_fixi_a10_fs_27c_vdd1.62v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,fs,27,1.62,3.854690e-03,3.849520e-03,5.118230e-06,3.3461,0.6473,0.9727,0.8346,4.512190e-03,7.309750e-03,0,0,-3.1276,11.6641,11.7783,-92.594,-0.0077,14.5524,41.6825,21.8605,2.3324,2.1891,2.2489,2.2489,0.0598,2.3951,2.3951,2.3324,11.7783,5.17722339,1.00069021,0,11,0.69697,-2.18555212,0.99999788,4.466836e+08,55,140,0.817014,1.0,in_box
s_fixi_a10_fs_27c_vdd1.80v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,fs,27,1.80,3.934380e-03,3.929090e-03,5.267690e-06,3.4153,0.8115,0.9885,0.8346,4.607840e-03,8.294110e-03,0,0,-3.1213,11.6976,11.8133,-92.8914,-0.0075,14.5923,41.8763,21.9023,2.3293,2.1872,2.2469,2.2469,0.0597,2.392,2.392,2.3293,11.8133,5.14394828,1.00066527,0,11,0.697505,-2.19457675,0.99999787,4.466836e+08,56,140,0.817048,1.0,in_box
s_fixi_a10_fs_27c_vdd1.98v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,fs,27,1.98,4.018100e-03,4.012670e-03,5.425870e-06,3.4879,0.9757,1.0043,0.8345,4.707320e-03,9.320480e-03,0,0,-3.1169,11.7307,11.8478,-93.1065,-0.0072,14.6298,42.0556,21.9415,2.3261,2.1852,2.2448,2.2448,0.0597,2.3887,2.3887,2.3261,11.8478,5.0782412,1.00064187,0,11,0.697875,-2.18402547,0.99999784,4.466836e+08,56,140,0.817078,1.0,in_box
s_fixi_a10_fs_125c_vdd1.62v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,fs,125,1.62,3.812740e-03,3.804070e-03,8.663440e-06,3.3097,0.7326,0.8874,0.7453,4.489180e-03,7.272470e-03,0,0,-3.188,10.9491,11.0351,-90.8591,-0.0081,13.7786,40.6944,21.0822,2.4505,2.2836,2.9,2.9,0.6164,3.0981,3.0981,3.0226,11.0351,4.8364975,1.000701,0,11,0.692104,-2.27717464,0.99999842,4.216965e+08,54,140,0.820015,1.0,in_box
s_fixi_a10_fs_125c_vdd1.80v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,fs,125,1.80,3.879990e-03,3.871140e-03,8.870540e-06,3.368,0.8967,0.9033,0.7453,4.572720e-03,8.230890e-03,0,0,-3.182,10.9899,11.0775,-91.1999,-0.0078,13.8253,40.9171,21.1312,2.4473,2.2816,2.8977,2.8977,0.616,3.0943,3.0943,3.0188,11.0775,4.80039819,1.00067178,0,11,0.692605,-2.32171557,0.99999839,4.216965e+08,54,140,0.820036,1.0,in_box
s_fixi_a10_fs_125c_vdd1.98v,s_fixi_a10,A2-fixIc,1stage,10,1,-,-,10,1.152,409.6,fs,125,1.98,3.949440e-03,3.940410e-03,9.079310e-06,3.4283,1.0608,0.9192,0.7453,4.658210e-03,9.223250e-03,0,0,-3.1787,11.0296,11.1186,-91.442,-0.0075,13.8683,41.1221,21.1763,2.444,2.2797,2.8954,2.8954,0.6157,3.0904,3.0904,3.015,11.1186,4.72771519,1.00064432,0,11,0.692896,-2.35655152,0.99999833,4.216965e+08,54,140,0.820047,1.0,in_box
s_fixi_a20_typ_-40c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,typ,-40,1.62,3.876550e-03,3.873920e-03,2.603450e-06,1.6825,0.6136,1.0064,0.8701,4.314350e-03,6.989240e-03,0,0,-3.2882,12.5458,12.6991,-87.3939,-0.0155,15.2887,39.4052,22.4834,1.6504,1.6303,1.3553,1.3553,-0.275,1.3725,1.3725,1.3325,12.6991,5.54312916,1.00147417,0,11,0.683628,-1.30085636,0.99999613,4.466836e+08,60,140,0.826889,1.0,in_box
s_fixi_a20_typ_-40c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,typ,-40,1.80,3.939560e-03,3.936900e-03,2.657250e-06,1.7099,0.7782,1.0218,0.8701,4.392960e-03,7.907330e-03,0,0,-3.2778,12.5644,12.7186,-87.6371,-0.015,15.3167,39.5757,22.5148,1.6482,1.6285,1.3537,1.3537,-0.2747,1.3707,1.3707,1.3307,12.7186,5.49503476,1.00142441,0,11,0.684484,-1.25829444,0.99999619,4.466836e+08,59,140,0.826903,1.0,in_box
s_fixi_a20_typ_-40c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,typ,-40,1.98,4.005250e-03,4.002540e-03,2.712630e-06,1.7384,0.9427,1.0373,0.8701,4.474210e-03,8.858940e-03,0,0,-3.2695,12.5827,12.7378,-87.8219,-0.0146,15.3425,39.733,22.5437,1.646,1.6266,1.3521,1.3521,-0.2745,1.3687,1.3687,1.3289,12.7378,5.42753801,1.00137879,0,11,0.685175,-1.20347381,0.99999621,4.466836e+08,59,140,0.826915,1.0,in_box
s_fixi_a20_typ_27c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,typ,27,1.62,3.809690e-03,3.804860e-03,4.819870e-06,1.6535,0.6714,0.9486,0.81,4.260890e-03,6.902640e-03,0,0,-3.3872,12.1215,12.2554,-86.269,-0.016,14.7759,38.7705,21.966,1.7185,1.6919,1.7407,1.7407,0.0488,1.7679,1.7679,1.7185,12.2554,5.30430028,1.00147997,0,11,0.675828,-1.3418124,0.99999691,4.216965e+08,58,140,0.829385,1.0,in_box
s_fixi_a20_typ_27c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,typ,27,1.80,3.860600e-03,3.855700e-03,4.899390e-06,1.6756,0.8359,0.9641,0.8099,4.327490e-03,7.789480e-03,0,0,-3.3767,12.1438,12.2788,-86.5281,-0.0154,14.8074,38.9566,22.0013,1.7163,1.6902,1.7389,1.7389,0.0487,1.7657,1.7657,1.7163,12.2788,5.25046918,1.00142512,0,11,0.676687,-1.30854475,0.99999693,4.216965e+08,58,140,0.829402,1.0,in_box
s_fixi_a20_typ_27c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,typ,27,1.98,3.913480e-03,3.908510e-03,4.978330e-06,1.6986,1.0005,0.9795,0.8099,4.396000e-03,8.704080e-03,0,0,-3.3687,12.1656,12.3016,-86.7235,-0.0149,14.8363,39.1278,22.0336,1.714,1.6883,1.737,1.737,0.0487,1.7633,1.7633,1.7141,12.3016,5.17683802,1.00137494,0,11,0.677353,-1.26192548,0.99999693,4.466836e+08,59,140,0.829414,1.0,in_box
s_fixi_a20_typ_125c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,typ,125,1.62,3.725820e-03,3.717850e-03,7.983260e-06,1.6171,0.764,0.856,0.714,4.196480e-03,6.798300e-03,0,0,-3.486,11.3974,11.501,-84.6997,-0.0167,13.9651,37.7493,21.1467,1.8456,1.8028,2.3208,2.3208,0.5181,2.373,2.373,2.3107,11.501,5.06911853,1.00150684,0,11,0.668089,-1.4107018,0.99999788,3.981072e+08,57,140,0.832735,1.0,in_box
s_fixi_a20_typ_125c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,typ,125,1.80,3.767790e-03,3.759730e-03,8.089110e-06,1.6353,0.9285,0.8715,0.714,4.254450e-03,7.658010e-03,0,0,-3.4761,11.4255,11.5302,-84.9826,-0.0161,14.0017,37.9621,21.1878,1.843,1.8008,2.3184,2.3184,0.5176,2.3699,2.3699,2.3077,11.5302,5.00222727,1.00144193,0,11,0.66891,-1.4098105,0.99999784,3.981072e+08,56,140,0.832736,1.0,in_box
s_fixi_a20_typ_125c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,typ,125,1.98,3.811690e-03,3.803530e-03,8.163040e-06,1.6544,1.093,0.887,0.714,4.314130e-03,8.541980e-03,0,0,-3.4694,11.4531,11.5588,-85.1956,-0.0155,14.0351,38.1566,21.2252,1.8403,1.7986,2.3158,2.3158,0.5172,2.3666,2.3666,2.3044,11.5588,4.91745863,1.00138335,0,11,0.669472,-1.40485872,0.99999781,3.981072e+08,58,140,0.832708,1.0,in_box
s_fixi_a20_bcs_-40c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,bcs,-40,1.62,3.936000e-03,3.934570e-03,1.425250e-06,1.7083,0.6207,0.9993,0.864,4.375810e-03,7.088820e-03,0,0,-3.1916,12.6832,12.8424,-90.0533,-0.0123,15.5144,40.6255,22.7391,1.4764,1.4707,1.219,1.219,-0.2517,1.2238,1.2238,1.1876,12.8424,5.82503739,1.00119816,0,11,0.69154,-1.37595869,0.99999605,4.466836e+08,60,140,0.82703,1.0,in_box
s_fixi_a20_bcs_-40c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,bcs,-40,1.80,4.007880e-03,4.006420e-03,1.457720e-06,1.7395,0.7853,1.0147,0.864,4.463290e-03,8.033930e-03,0,0,-3.1827,12.7023,12.8625,-90.2787,-0.0119,15.5419,40.796,22.7695,1.4737,1.4682,1.2169,1.2169,-0.2514,1.2216,1.2216,1.1854,12.8625,5.76431793,1.0011576,0,11,0.692279,-1.33560372,0.9999961,4.466836e+08,60,140,0.82703,1.0,in_box
s_fixi_a20_bcs_-40c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,bcs,-40,1.98,4.083450e-03,4.081960e-03,1.490600e-06,1.7723,0.9498,1.0302,0.864,4.554420e-03,9.017760e-03,0,0,-3.1753,12.7213,12.8825,-90.4507,-0.0116,15.5678,40.9533,22.7979,1.471,1.4657,1.2147,1.2147,-0.251,1.2192,1.2192,1.1831,12.8825,5.68701971,1.00112078,0,11,0.692893,-1.28295365,0.99999613,4.466836e+08,60,140,0.827027,1.0,in_box
s_fixi_a20_bcs_27c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,bcs,27,1.62,3.915590e-03,3.912920e-03,2.665970e-06,1.6995,0.6801,0.9399,0.8031,4.371390e-03,7.081650e-03,0,0,-3.2734,12.3,12.4408,-88.9688,-0.0127,15.0545,40.044,22.2754,1.5546,1.5436,1.5888,1.5888,0.0452,1.6001,1.6001,1.5546,12.4408,5.56235385,1.00120373,0,11,0.685015,-1.46126136,0.9999966,4.466836e+08,60,140,0.830973,1.0,in_box
s_fixi_a20_bcs_27c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,bcs,27,1.80,3.974590e-03,3.971870e-03,2.714860e-06,1.7251,0.8447,0.9553,0.8031,4.443200e-03,7.997760e-03,0,0,-3.2645,12.3231,12.465,-89.2081,-0.0122,15.0857,40.2308,22.3097,1.5518,1.5411,1.5863,1.5863,0.0452,1.5973,1.5973,1.5518,12.465,5.49421762,1.00115879,0,11,0.685748,-1.43161003,0.9999966,4.466836e+08,59,140,0.830972,1.0,in_box
s_fixi_a20_bcs_27c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,bcs,27,1.98,4.036390e-03,4.033630e-03,2.760540e-06,1.7519,1.0092,0.9708,0.8032,4.520630e-03,8.950850e-03,0,0,-3.2576,12.346,12.489,-89.39,-0.0118,15.115,40.4028,22.3419,1.549,1.5386,1.5837,1.5837,0.0451,1.5943,1.5943,1.549,12.489,5.40979905,1.0011181,0,11,0.68633,-1.3898962,0.99999659,4.466836e+08,60,140,0.830965,1.0,in_box
s_fixi_a20_bcs_125c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,bcs,125,1.62,3.879740e-03,3.875280e-03,4.462390e-06,1.6839,0.7752,0.8448,0.706,4.351800e-03,7.049920e-03,0,0,-3.354,11.645,11.7565,-87.4485,-0.0133,14.3246,39.1038,21.5382,1.6868,1.6623,2.149,2.149,0.4867,2.1791,2.1791,2.1208,11.7565,5.29132929,1.00122533,0,11,0.678614,-1.59816954,0.99999741,4.216965e+08,58,140,0.835589,1.0,in_box
s_fixi_a20_bcs_125c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,bcs,125,1.80,3.928970e-03,3.924450e-03,4.527190e-06,1.7053,0.9397,0.8603,0.706,4.417000e-03,7.950590e-03,0,0,-3.3458,11.6742,11.787,-87.7087,-0.0128,14.3612,39.3184,21.5786,1.6836,1.6596,2.1457,2.1457,0.4861,2.1752,2.1752,2.1169,11.787,5.20755442,1.00117186,0,11,0.679301,-1.60086787,0.99999735,4.466836e+08,59,140,0.835574,1.0,in_box
s_fixi_a20_bcs_125c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,bcs,125,1.98,3.981770e-03,3.977190e-03,4.543870e-06,1.7282,1.1041,0.8759,0.706,4.485580e-03,8.881460e-03,0,0,-3.3403,11.7037,11.8177,-87.9067,-0.0123,14.3957,39.5151,21.6164,1.6801,1.6566,2.1421,2.1421,0.4855,2.1709,2.1709,2.1128,11.8177,5.11088249,1.00112425,0,11,0.679769,-1.60791793,0.99999729,4.466836e+08,59,140,0.835521,1.0,in_box
s_fixi_a20_wcs_-40c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,wcs,-40,1.62,3.782840e-03,3.778320e-03,4.489350e-06,1.6419,0.6047,1.0153,0.8772,4.219190e-03,6.835080e-03,0,0,-3.3937,12.3839,12.5306,-84.9244,-0.0191,15.0346,38.2616,22.1978,1.8495,1.8052,1.5056,1.5056,-0.2997,1.5437,1.5437,1.4996,12.5306,5.28441933,1.00177192,0,11,0.675083,-1.18701246,0.99999642,4.216965e+08,58,140,0.825742,1.0,in_box
s_fixi_a20_wcs_-40c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,wcs,-40,1.80,3.836440e-03,3.831850e-03,4.571890e-06,1.6651,0.7693,1.0307,0.8772,4.288390e-03,7.719110e-03,0,0,-3.3817,12.402,12.5495,-85.1855,-0.0184,15.063,38.4318,22.2302,1.8479,1.8041,1.5046,1.5046,-0.2995,1.5424,1.5424,1.4982,12.5495,5.24866984,1.00171264,0,11,0.676066,-1.14020295,0.9999965,4.216965e+08,58,140,0.825778,1.0,in_box
s_fixi_a20_wcs_-40c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,wcs,-40,1.98,3.891930e-03,3.887270e-03,4.657230e-06,1.6892,0.9338,1.0462,0.8772,4.359440e-03,8.631680e-03,0,0,-3.3723,12.4193,12.5677,-85.3825,-0.0179,15.0886,38.5885,22.2594,1.8462,1.8028,1.5035,1.5035,-0.2993,1.5409,1.5409,1.4968,12.5677,5.19062783,1.00165774,0,11,0.676838,-1.08157956,0.99999654,4.216965e+08,57,140,0.825813,1.0,in_box
s_fixi_a20_wcs_27c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,wcs,27,1.62,3.650650e-03,3.642450e-03,8.181400e-06,1.5845,0.6602,0.9598,0.8181,4.100680e-03,6.643100e-03,0,0,-3.516,11.8962,12.0221,-83.7703,-0.0196,14.4432,37.5492,21.6011,1.9083,1.8591,1.9117,1.9117,0.0526,1.9621,1.9621,1.9083,12.0221,5.09109583,1.00177963,0,11,0.665575,-1.15064035,0.99999747,3.981072e+08,56,140,0.826448,1.0,in_box
s_fixi_a20_wcs_27c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,wcs,27,1.80,3.692640e-03,3.684340e-03,8.299320e-06,1.6027,0.8248,0.9752,0.818,4.158380e-03,7.485080e-03,0,0,-3.5037,11.9177,12.0444,-84.05,-0.0189,14.4749,37.7341,21.6372,1.9068,1.858,1.9106,1.9106,0.0526,1.9605,1.9605,1.9068,12.0444,5.05152416,1.00171464,0,11,0.666573,-1.11098536,0.99999751,3.981072e+08,56,140,0.826492,1.0,in_box
s_fixi_a20_wcs_27c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,wcs,27,1.98,3.735890e-03,3.727490e-03,8.418880e-06,1.6215,0.9894,0.9906,0.818,4.217260e-03,8.350180e-03,0,0,-3.4946,11.9383,12.0659,-84.2589,-0.0183,14.5031,37.9038,21.6695,1.9052,1.8568,1.9094,1.9094,0.0526,1.9588,1.9588,1.9052,12.0659,4.98822774,1.00165447,0,11,0.667323,-1.05713897,0.99999753,3.981072e+08,55,140,0.826533,1.0,in_box
s_fixi_a20_wcs_125c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,wcs,125,1.62,3.502150e-03,3.488860e-03,1.333600e-05,1.52,0.7497,0.8703,0.7235,3.971960e-03,6.434570e-03,0,0,-3.6393,11.0632,11.1566,-82.1671,-0.0206,13.5089,36.4049,20.6569,2.033,1.9664,2.5194,2.5194,0.553,2.5997,2.5997,2.5331,11.1566,4.92448112,1.00181673,0,11,0.656077,-1.10464542,0.99999854,3.548134e+08,53,140,0.828302,1.0,in_box
s_fixi_a20_wcs_125c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,wcs,125,1.80,3.535980e-03,3.522550e-03,1.348970e-05,1.5347,0.9143,0.8857,0.7235,4.021820e-03,7.239280e-03,0,0,-3.6274,11.0902,11.1844,-82.4751,-0.0197,13.5454,36.6155,20.6987,2.031,1.965,2.5178,2.5178,0.5527,2.5974,2.5974,2.5308,11.1844,4.87477214,1.00174018,0,11,0.657047,-1.09448645,0.99999854,3.548134e+08,53,140,0.828328,1.0,in_box
s_fixi_a20_wcs_125c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,wcs,125,1.98,3.570460e-03,3.556890e-03,1.362380e-05,1.5497,1.0788,0.9012,0.7235,4.072090e-03,8.062730e-03,0,0,-3.6194,11.1157,11.2108,-82.7035,-0.019,13.5773,36.8071,20.7354,2.0291,1.9637,2.5161,2.5161,0.5524,2.5951,2.5951,2.5285,11.2108,4.80119114,1.00167004,0,11,0.657707,-1.07543045,0.99999852,3.548134e+08,53,140,0.828337,1.0,in_box
s_fixi_a20_sf_-40c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,sf,-40,1.62,3.875750e-03,3.873130e-03,2.602910e-06,1.6822,0.6136,1.0064,0.8701,4.311990e-03,6.985420e-03,0,0,-3.2882,12.5455,12.6988,-87.394,-0.0155,15.2884,39.4049,22.4831,1.6504,1.6303,1.3553,1.3553,-0.275,1.3725,1.3725,1.3326,12.6988,5.54333092,1.00147417,0,11,0.683625,-1.30075598,0.99999613,4.466836e+08,60,140,0.826893,1.0,in_box
s_fixi_a20_sf_-40c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,sf,-40,1.80,3.938820e-03,3.936160e-03,2.656730e-06,1.7096,0.7782,1.0218,0.8701,4.390670e-03,7.903210e-03,0,0,-3.2779,12.5642,12.7184,-87.6371,-0.015,15.3165,39.5755,22.5146,1.6482,1.6285,1.3538,1.3538,-0.2747,1.3707,1.3707,1.3308,12.7184,5.49518994,1.0014244,0,11,0.684481,-1.2582003,0.99999619,4.466836e+08,59,140,0.826906,1.0,in_box
s_fixi_a20_sf_-40c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,sf,-40,1.98,4.004530e-03,4.001820e-03,2.712120e-06,1.7381,0.9427,1.0373,0.8701,4.471920e-03,8.854400e-03,0,0,-3.2696,12.5825,12.7376,-87.8219,-0.0146,15.3423,39.7328,22.5435,1.646,1.6266,1.3522,1.3522,-0.2745,1.3688,1.3688,1.3289,12.7376,5.42768017,1.00137879,0,11,0.685173,-1.20337175,0.99999622,4.466836e+08,59,140,0.826918,1.0,in_box
s_fixi_a20_sf_27c_vdd1.62v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,sf,27,1.62,3.809080e-03,3.804250e-03,4.819060e-06,1.6532,0.6714,0.9486,0.81,4.258760e-03,6.899200e-03,0,0,-3.3872,12.1212,12.2551,-86.2691,-0.016,14.7756,38.7702,21.9657,1.7185,1.692,1.7407,1.7407,0.0488,1.7679,1.7679,1.7185,12.2551,5.30447602,1.00147996,0,11,0.675826,-1.34174505,0.99999691,4.216965e+08,58,140,0.829388,1.0,in_box
s_fixi_a20_sf_27c_vdd1.80v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,sf,27,1.80,3.860080e-03,3.855180e-03,4.898700e-06,1.6754,0.8359,0.9641,0.8099,4.325460e-03,7.785820e-03,0,0,-3.3767,12.1436,12.2785,-86.5281,-0.0154,14.8071,38.9564,22.001,1.7164,1.6902,1.7389,1.7389,0.0487,1.7657,1.7657,1.7164,12.2785,5.25060891,1.00142511,0,11,0.676686,-1.30848207,0.99999693,4.216965e+08,58,140,0.829405,1.0,in_box
s_fixi_a20_sf_27c_vdd1.98v,s_fixi_a20,A2-fixIc,1stage,10,2,-,-,20,2.304,204.8,sf,27,1.98,3.913020e-03,3.908050e-03,4.977710e-06,1.6984,1.0005,0.9795,0.8099,4.394020e-03,8.700160e-03,0,0,-3.3687,12.1654,12.3014,-86.7235,-0.0149,14.8361,39.1276,22.0334,1.7141,1.6883,1.737,1.737,0.0487,1.7634,1.7634,1.7141,12.3014,5.17695553,1.00137494,0,11,0.677351,-1.26186361,0.99999693,4.466836e+08,59,140,0.829416,1.0,in_box
